candidate,family,profile_name,seed,timesteps,train_seconds,reward_overrides,config_overrides,runtime_overrides,effective_config,effective_runtime,mean_terminal_potential_metric,mean_terminal_path_ready,mean_scharf_dependency_progress,mean_scharf_research_progress,mean_scharf_construction_progress,mean_scharfschuetzen,mean_episode_length
baseline_wait,baseline,goal_v1,0,1,1.1920928955078125e-06,{},{},{'policy_mode': 'wait'},"{'learning_rate': 0.0002, 'n_steps': 64, 'batch_size': 256, 'n_epochs': 4, 'gamma': 0.999, 'gae_lambda': 0.95, 'clip_range': 0.2, 'ent_coef': 0.01}","{'use_spatial_obs': False, 'count_completed_actions_only': False, 'net_arch': [64], 'policy_mode': 'wait'}",0.0,0.0,0.5,0.0,0.0,0.0,1800.0
baseline_random,baseline,goal_v1,0,1,1.1920928955078125e-06,{},{},{'policy_mode': 'random'},"{'learning_rate': 0.0002, 'n_steps': 64, 'batch_size': 256, 'n_epochs': 4, 'gamma': 0.999, 'gae_lambda': 0.95, 'clip_range': 0.2, 'ent_coef': 0.01}","{'use_spatial_obs': False, 'count_completed_actions_only': False, 'net_arch': [64], 'policy_mode': 'random'}",0.0,0.0,0.5,0.0,0.0,0.0,2807.25
